bug_id,error_inducing
1197534,False
1197538,False
1126562,False
1080909,False
1246680,False
1271606,False
1271607,False
1134667,False
1227810,False
1227813,False
1165184,True
1174204,False
1219820,False
1219821,False
1074835,False
1074836,False
1125030,False
1169241,False
1132501,False
1132502,False
1165458,False
1135047,False
1272647,False
1275614,False
1224394,False
1109889,False
1109886,False
1272649,False
1262363,False
1179249,False
1175556,False
1233191,False
1256065,False
1287310,False
1259916,False
1259911,False
1187385,False
1136533,False
1222496,False
1048615,False
1234147,False
1260218,False
1138591,False
1048618,False
1144392,False
1042479,False
1144398,True
1140890,False
1072932,False
1072930,False
1105088,False
1279618,False
1243839,False
1279613,False
1279614,False
1266680,False
1157941,False
1157944,False
1100562,False
1269797,False
1063880,False
1063883,False
1246399,False
1219004,False
1182865,False
1043706,False
1182866,False
1144005,False
1186528,False
1256576,False
1098145,False
1119472,False
1214200,False
1094827,False
1103032,True
1101769,False
1218750,False
1061625,False
1066934,False
1253610,False
1136291,False
1074485,False
1190316,False
1074486,False
1170226,False
1210232,False
1191040,False
1204585,False
1204580,False
1254393,False
1174205,False
1074158,False
1158651,False
1191597,False
1105867,False
1105861,False
1180290,True
1255823,False
1266309,False
1093880,True
1143706,False
1155455,False
1269915,False
1291988,False
1145701,False
1145702,False
1291986,False
1290056,False
1161913,False
1272332,False
1280485,False
1167721,False
1167720,False
1067042,False
1279918,False
1190526,False
1152109,False
1049484,False
1248185,False
1120753,True
1091227,False
1115375,False
1115374,False
1201660,False
1089049,True
1089040,False
1169613,False
1248974,False
1248978,False
1192769,False
1237146,False
1197739,True
1239479,False
1167544,False
1203744,False
1209471,False
1122445,False
1285768,False
1082745,False
1236364,False
1256555,False
1205962,False
1160398,False
1168566,False
1147830,False
1084598,False
1065518,False
1085247,False
1160023,False
1116056,True
1194282,False
1280105,False
1280106,False
1288730,False
1288736,False
1165611,False
1165613,False
1195777,False
1230207,False
1289468,False
1163614,False
1153309,False
1191907,False
1191909,False
1175794,False
1050080,False
1055261,False
1109574,False
1109571,True
1049501,False
1083167,False
1086530,False
1257265,False
1086539,False
1172076,False
1173301,False
1108455,False
1189980,False
1117099,False
1237963,False
1042675,False
1185653,False
1241078,False
1271067,False
1234439,False
1264085,False
1261018,False
1261012,False
1149420,False
1110478,False
1140709,False
1223520,False
1223523,False
1247459,False
1274152,False
1177558,False
1181418,False
1045945,False
1219574,False
1249920,False
1237097,False
1075444,False
1272870,False
1278818,False
1115638,False
1081157,False
1081156,False
1262094,False
1081158,False
1260820,False
1260825,False
1249278,False
1241126,False
1060896,False
1249923,False
1141895,False
1195977,True
1126245,False
1257124,False
1185886,False
1092808,False
1073320,False
1185889,False
1263328,False
1246477,False
1068988,False
1129116,False
1068981,False
1276579,False
1253891,False
1172538,False
1158086,False
1137944,True
1132713,False
1182278,False
1182277,False
1184822,False
1184826,False
1184825,False
1275001,False
1158089,True
1090518,False
1235427,False
1154188,False
1259892,False
1290469,False
1259898,False
1154184,False
1254860,False
1212904,False
1145988,False
1108034,False
1145981,False
1292164,False
1257616,False
1136707,False
1263667,False
1269184,False
1269187,False
1114748,False
1144580,False
1266524,False
1266520,False
1276359,False
1119394,False
1268587,False
1146988,False
1146987,True
1248408,False
1144638,True
1064918,False
1144631,False
1098266,False
1074418,False
1105543,False
1106083,False
1106081,False
1106087,True
1103260,False
1102791,False
1207958,False
1295309,False
1058944,False
1079850,False
1258383,False
1157237,False
1276533,False
1101685,False
1154606,False
1102135,False
1156111,False
1164811,False
1164813,False
1164814,False
1216815,False
1216813,False
1251710,False
1242005,False
1180314,False
1180317,False
1180311,False
1196921,False
1048926,False
1196924,False
1183660,False
1163891,False
1050947,False
1212248,False
1212244,False
1157648,False
1159972,False
1158372,False
1090896,False
1116325,False
1158378,False
1255877,False
1287552,True
1255870,False
1192350,False
1200477,False
1113282,False
1063598,False
1145514,False
1068027,True
1207175,False
1162761,False
1256528,False
1215734,False
1055402,True
1256520,False
1256521,False
1120099,False
1162720,False
1232502,False
1287122,False
1201437,True
1270721,False
1201438,False
1111628,False
1054756,True
1054755,True
1054753,False
1253824,False
1203463,False
1160720,False
1069089,False
1179078,False
1249875,False
1065309,False
1247854,False
1230907,False
1230902,False
1127012,False
1231364,False
1165802,False
1050128,False
1082154,False
1050123,False
1050127,False
1171203,False
1171201,False
1272475,False
1274732,False
1126655,False
1238575,False
1238571,False
1217807,False
1250031,False
1224050,False
1175239,False
1230015,False
1246066,False
1246068,False
1130420,False
1087257,False
1272294,False
1163404,False
1296911,False
1238522,False
1233666,False
1134082,False
1134083,False
1294207,False
1128559,False
1252913,False
1233598,False
1080709,False
1141660,False
1228028,False
1228029,False
1042825,False
1247089,False
1247082,False
1186774,False
1186770,False
1181204,False
1138897,False
1261226,False
1140131,False
1153688,False
1140134,False
1224833,False
1240441,False
1117757,False
1047248,False
1284486,False
1255779,False
1070888,False
1136930,False
1245627,False
1082835,False
1082837,False
1286193,False
1193196,False
1220037,True
1072773,False
1072775,True
1157084,False
1053164,False
1072483,False
1282247,False
1096795,False
1180663,False
1266933,False
1290975,False
1221073,False
1290971,False
1251214,False
1140954,False
1207375,False
1090305,False
1207378,True
1186890,False
1186892,False
1268285,False
1186896,False
1135351,False
1063020,False
1135354,False
1222522,False
1168735,False
1052343,True
1189011,False
1189010,False
1128052,False
1267958,False
1186236,False
1285287,False
1260630,False
1279914,False
1088084,False
1151155,False
1059940,False
1278763,False
1225752,False
1094552,True
1160295,True
1257031,False
1169126,False
1169125,False
1169129,True
1178266,False
1253902,False
1064894,False
1064890,False
1289652,False
1289653,False
1266772,False
