node,page_rank,betweenness,closeness,indegree,outdegree
widget/cocoa/nsIdleServiceX,2.422,0.0,3.328,0,2
layout/base/nsIDocumentViewerPrint,2.622,185.833,3.328,3,8
content/events/src/nsDOMEvent,8.92,191126.887,3.329,53,49
content/svg/content/src/nsSVGUnknownElement,2.465,6.95,3.328,1,14
ipc/glue/ProcessChild,2.422,0.0,3.328,0,5
sys/isa_defs,2.422,0.0,0.859,0,0
nsprpub/pr/tests/dceemu,2.422,0.0,3.328,0,3
gfx/layers/d3d10/ColorLayerD3D10,2.818,6.004,3.328,2,8
memory/mozalloc/mozalloc_undef_macro_wrappers,2.422,0.0,0.859,0,0
security/nss/lib/ssl/sslsnce,2.72,24589.603,3.328,5,48
js/src/methodjit/NunboxAssembler,2.422,0.0,0.859,0,0
js/xpconnect/src/XPCThrower,3.495,95.204,3.329,11,17
ApplicationServices/ApplicationServices,2.422,0.0,0.859,0,0
nsILocaleService,2.422,0.0,0.859,0,0
widget/gtk2/nsIImageToPixbuf,2.698,0.796,3.328,2,3
layout/base/RestyleTracker,2.654,12.839,3.328,3,20
gdk/gdkkeysyms,2.422,0.0,0.859,0,0
dom/plugins/base/nsPluginNativeWindowQt,2.422,0.0,3.328,0,7
parser/html/nsHtml5SpeculativeLoad,3.315,382.269,3.328,3,10
xpcom/tests/TestStreamUtils,2.422,0.0,3.328,0,8
security/nss/lib/ckfw/nssmkey/minst,3.108,270.463,3.328,1,7
security/nss/lib/pki/pkim,7.086,13019.212,3.328,15,10
dom/base/nsWrapperCache,9.631,9589.256,3.329,31,10
security/nss/lib/ckfw/capi/constants,3.433,5.5,3.328,3,4
gfx/cairo/cairo/src/cairo-quartz-private,2.813,0.0,3.328,3,1
media/libtremor/lib/tremor_window,2.565,2.0,3.327,1,4
js/src/methodjit/PunboxAssembler,2.422,0.0,0.859,0,0
netwerk/test/ReadNTLM,2.422,0.0,3.328,0,7
gfx/skia/include/core/SkRefDict,2.94,2.711,3.327,1,4
toolkit/crashreporter/google-breakpad/src/common/mac/macho_walker,4.527,4.0,3.327,2,3
ipc/chromium/src/base/message_pump_default,4.058,6158.416,3.328,3,8
modules/freetype2/include/freetype/ftoutln,6.391,3330.749,3.328,21,8
mozilla/_ipdltest/PTestLatencyParent,2.422,0.0,0.859,0,0
toolkit/crashreporter/google-breakpad/src/processor/address_map_unittest,2.422,0.0,3.328,0,6
dom/base/nsLocation,2.525,12.843,3.329,3,41
security/nss/lib/ssl/sslerrstrs,2.732,7967.685,3.328,1,10
gfx/graphite2/src/gr_slot,2.468,0.7,3.328,1,8
modules/freetype2/src/base/ftgasp,2.422,0.0,3.328,0,7
content/svg/content/src/SVGIntegerPairSMILType,2.786,30.811,3.328,2,9
gfx/skia/include/core/SkTSearch,7.575,0.125,3.328,21,3
extensions/spellcheck/hunspell/src/hunspell_alloc_hooks,2.422,0.0,3.328,0,1
nsIX509Cert2,2.422,0.0,0.859,0,0
layout/printing/nsPrintData,2.564,3.041,3.328,2,19
extensions/permissions/nsContentBlocker,3.074,2017.384,3.328,2,19
security/nss/cmd/modutil/install-ds,4.177,2697.434,3.329,4,10
netwerk/cookie/CookieServiceParent,2.422,0.0,3.328,0,9
xpcom/tests/SizeTest01,2.422,0.0,3.328,0,3
gfx/skia/include/gpu/GrInstanceCounter,6.853,0.0,3.327,1,1
js/src/frontend/FoldConstants,2.945,3.429,3.328,3,19
layout/style/nsCSSPropList,15.86,16464.064,3.328,8,3
gfx/cairo/libpixman/src/pixman,43.874,137068.488,3.328,51,14
nsprpub/pr/tests/lock,2.515,28.221,3.328,1,25
mfbt/Util,5.668,9696.587,3.328,5,1
xpcom/reflect/xptcall/src/md/win32/xptcinvoke,2.422,0.0,3.328,0,7
content/xslt/src/xpath/txMozillaXPathTreeWalker,6.022,58566.766,3.328,25,32
content/base/src/nsDOMFile,2.63,9569.739,3.329,4,47
modules/zlib/src/crc32,4.11,611346.763,3.328,8,9
content/xbl/src/nsXBLEventHandler,2.674,9.615,3.328,4,20
nsprpub/pr/tests/semapong,2.422,0.0,3.328,0,8
netwerk/cache/nsDeleteDir,2.722,2.971,3.328,3,13
nsprpub/pr/tests/multiacc,2.422,0.0,3.328,0,14
xpcom/glue/nsHashKeys,28.32,28551.725,3.329,94,17
gfx/skia/include/gpu/GrClipIterator,3.56,0.5,3.327,5,2
nsIDOMSVGTitleElement,2.422,0.0,0.859,0,0
security/nss/lib/freebl/stubs,2.422,0.0,3.329,0,34
mozilla/ipc/ProtocolUtils,2.422,0.0,0.859,0,0
modules/freetype2/src/type1/t1tokens,2.571,0.0,3.327,1,2
ipc/chromium/src/base/debug_util_unittest,2.422,0.0,3.328,0,3
modules/freetype2/src/tools/ftrandom/ftrandom,2.422,0.0,3.328,0,13
gfx/skia/src/core/SkBlitRow_D32,2.727,35.728,3.328,3,11
nsIDOMHTMLUListElement,2.422,0.0,0.859,0,0
dom/src/storage/nsDOMStorage,3.739,60332.621,3.329,12,52
other-licenses/7zstub/src/7zip/Common/LSBFEncoder,2.71,0.0,3.327,1,8
gfx/2d/SourceSurfaceD2DTarget,2.996,0.0,3.327,2,6
mozilla/_ipdltest/PTestRPCErrorCleanupChild,2.422,0.0,0.859,0,0
content/base/src/nsContentAreaDragDrop,2.555,2988.351,3.328,3,35
nsprpub/pr/src/cplus/tests/ranfile,2.422,0.0,3.328,0,16
nsprpub/lib/libc/src/strcpy,6.841,23.946,3.328,27,2
media/libvpx/vpx_config_x86-win32-vs8,2.422,0.0,0.859,0,0
gfx/layers/d3d9/ThebesLayerD3D9,2.927,8807.602,3.328,5,32
gfx/angle/src/compiler/intermOut,9.469,15.018,3.327,4,6
gfx/skia/src/core/SkCubicClipper,2.757,0.0,3.327,1,7
gfx/skia/include/effects/SkLayerDrawLooper,2.716,36.584,3.328,2,13
intl/chardet/src/nsCyrillicClass,2.589,0.0,3.328,1,1
gfx/cairo/cairo/src/cairo-rectangle,17.254,6132.443,3.328,29,8
security/nss/lib/pkcs12/p12tmpl,2.531,17.342,3.328,2,15
modules/freetype2/include/freetype/internal/services/svgldict,2.422,0.0,0.859,0,0
sys/user,2.422,0.0,0.859,0,0
security/nss/lib/freebl/sysrand,3.12,347.912,3.328,1,4
ipc/chromium/src/chrome/common/file_descriptor_set_unittest,2.422,0.0,3.328,0,6
gfx/cairo/cairo/src/cairo-xlib-xrender-private,3.412,0.333,3.328,5,1
intl/uconv/src/nsUTF8ConverterService,2.578,184.525,3.328,2,17
accessible/src/mac/nsHTMLImageAccessibleWrap,2.493,0.0,3.328,1,1
media/libvpx/vpx_scale/yv12config,34.21,0.0,3.327,46,0
storage/public/mozStorageHelper,5.841,8992.615,3.328,23,7
nsIDOMDOMError,2.422,0.0,0.859,0,0
gfx/2d/SourceSurfaceCairo,2.753,0.0,3.328,2,11
nsICookie,2.422,0.0,0.859,0,0
security/nss/lib/libpkix/pkix/checker/pkix_namechainingchecker,3.935,0.539,3.328,3,10
xpcom/tests/TestPipes,2.422,0.0,3.328,0,21
gfx/layers/DirectedGraph,2.581,0.0,3.328,1,4
chrome/browser/chrome_plugin_host,2.422,0.0,0.859,0,0
gfx/skia/src/effects/SkBlurMask,2.793,43.492,3.328,3,16
accessible/src/base/AccCollector,3.353,3.091,3.328,3,7
embedding/browser/build/nsWebBrowserModule,2.422,0.0,3.328,0,7
console,2.422,0.0,0.859,0,0
security/nss/lib/ckfw/nssckepv,2.8,1.2,3.327,1,1
content/xul/templates/src/nsXULTemplateQueryProcessorRDF,4.059,10365.67,3.328,11,53
mozilla/plugins/NPEventOSX,2.422,0.0,0.859,0,0
nsIDOMSVGAnimationElement,2.422,0.0,0.859,0,0
content/base/public/nsIDocument,70.685,844538.691,3.329,423,39
media/libtheora/lib/internal,27.916,65239.46,3.328,20,9
gfx/skia/src/images/SkImageDecoder_libbmp,2.422,0.0,3.328,0,14
machine/inline,2.422,0.0,0.859,0,0
mozilla/net/PFTPChannelParent,2.422,0.0,0.859,0,0
rdf/base/src/nsRDFXMLDataSource,2.504,217.59,3.328,1,34
security/nss/lib/ckfw/builtins/bfind,2.682,140.008,3.328,1,11
dom/ipc/AudioChild,2.422,0.0,3.328,0,1
nsITransportSecurityInfo,2.422,0.0,0.859,0,0
content/base/src/nsDOMAttribute,2.921,243.527,3.328,7,47
unknwn,2.422,0.0,0.859,0,0
media/libvpx/vpx_config_c,2.422,0.0,3.327,0,1
sys/procfs,2.422,0.0,0.859,0,0
gfx/thebes/gfxFT2FontList,2.603,3077.231,3.329,3,48
toolkit/crashreporter/google-breakpad/src/common/linux/linux_libc_support_unittest,2.422,0.0,3.328,0,4
content/events/src/nsDOMAnimationEvent,2.615,1.229,3.328,2,14
nsprpub/pr/tests/fsync,2.422,0.0,3.328,0,15
content/html/document/src/VideoDocument,2.422,0.0,3.328,0,24
gfx/ycbcr/yuv_row_posix,2.422,0.0,3.328,0,3
chrome/browser/meta_table_helper,2.422,0.0,0.859,0,0
dom/telephony/Telephony,2.69,320.471,3.329,3,39
toolkit/crashreporter/google-breakpad/src/processor/address_map,3.766,0.0,3.327,3,0
toolkit/xre/nsCommandLineServiceMac,3.075,0.0,3.328,1,4
qabstracteventdispatcher,2.422,0.0,0.859,0,0
nsprpub/pr/include/md/_nextstep,2.422,0.0,3.328,0,3
toolkit/crashreporter/google-breakpad/src/third_party/linux/include/gflags/gflags,3.451,2.0,3.328,1,2
content/svg/content/src/nsSVGScriptElement,2.465,7920.515,3.328,1,29
intl/uconv/ucvtw/nsUnicodeToBIG5HKSCS,2.704,0.034,3.328,2,9
nsIDOMSVGPathSeg,2.422,0.0,0.859,0,0
nsprpub/pr/src/threads/prcthr,32.69,23673.125,3.328,7,20
content/base/public/mozFlushType,6.082,0.0,3.328,6,0
xpcom/io/nsStreamUtils,8.409,24387.827,3.328,44,18
gfx/gl/GLContextSymbols,2.586,0.0,3.328,1,4
other-licenses/android/assertions,5.731,0.0,3.327,3,0
security/nss/lib/ssl/sslcon,3.444,15926.092,3.328,7,51
content/html/content/src/nsHTMLObjectElement,2.422,0.0,3.328,0,43
security/nss/lib/libpkix/pkix/params/pkix_resourcelimits,7.274,168.073,3.328,8,8
content/base/src/FileIOObject,2.539,6.243,3.328,2,25
mozilla/_ipdltest/PTestShutdownSubChild,2.422,0.0,0.859,0,0
